Customer ID,Year,Order Date,Source City,Destination City,Distance,Planned Delivery Date,Actual Delivery Date,Shipment Delay,Price Charged,Cost,Profit
2406,Covid,14/10/21,Bharatpur,Medak,1113,17/10/21,18/10/21,1,350,266,84
2407,Covid,10/09/20,Mangrol,Chittur-Thathamangalam,1252,13/09/20,14/09/20,1,350,269.5,80.5
2408,Post Covid,02/04/22,Powayan,Marhaura,1265,05/04/22,05/04/22,0,350,206.5,143.5
2409,Post Covid,23/01/22,Mahesana,Hubli-Dharwad,316,24/01/22,24/01/22,0,200,118,82
2410,Covid,12/11/21,Nilanga,Noida,1847,16/11/21,18/11/21,2,500,415,85
2411,Post Covid,02/07/22,Sujangarh,Jammalamadugu,236,03/07/22,03/07/22,0,100,57,43
2412,Covid,29/11/20,Srikakulam,Attingal,1780,03/12/20,05/12/20,2,500,405,95
2413,Post Covid,24/04/22,Vijayapura,Rajpipla,2048,29/04/22,28/04/22,-1,500,285,215
2414,Post Covid,28/12/22,Todabhim,Puttur,1970,01/01/23,31/12/22,-1,500,260,240
2415,Covid,02/08/20,Sopore,Talikota,808,04/08/20,04/08/20,0,350,273,77
2416,Covid,13/04/21,Charkhi Dadri,Mira-Bhayandar,431,14/04/21,14/04/21,0,200,170,30
2417,Covid,30/04/21,Ballari,Lanka,1700,04/05/21,05/05/21,1,500,400,100
2418,Covid,09/04/20,Perumbavoor,Nagapattinam,1561,13/04/20,14/04/20,1,500,415,85
2419,Post Covid,05/06/22,Manjlegaon,Rayadurg,1427,08/06/22,08/06/22,0,350,192.5,157.5
2420,Post Covid,18/04/22,Wara Seoni,Firozpur Cantt.,1936,22/04/22,21/04/22,-1,500,260,240
2421,Covid,17/04/21,Shujalpur,Tohana,2387,22/04/21,24/04/21,2,500,405,95
2422,Covid,15/11/20,Puttur,Mavelikkara,1802,19/11/20,21/11/20,2,500,385,115
2423,Post Covid,21/06/22,Theni Allinagaram,Porsa,1975,25/06/22,24/06/22,-1,500,280,220
2424,Post Covid,28/12/22,Warora,Maddur,1974,01/01/23,31/12/22,-1,500,255,245
2425,Covid,26/03/20,Padmanabhapuram,Vyara,1045,29/03/20,30/03/20,1,350,262.5,87.5
2426,Post Covid,07/07/22,Anjangaon,Pachora,785,09/07/22,09/07/22,0,350,192.5,157.5
2427,Post Covid,03/08/22,Kakinada,Shamli,1781,07/08/22,06/08/22,-1,500,290,210
2428,Post Covid,25/08/22,Anjangaon,Mariani,2085,30/08/22,29/08/22,-1,500,260,240
2429,Covid,31/10/21,Hardoi ,Thrissur,1760,04/11/21,06/11/21,2,500,395,105
2430,Post Covid,18/10/22,Nawanshahr,Rishikesh,1117,21/10/22,21/10/22,0,350,210,140
2431,Post Covid,31/07/22,Padra,Aligarh,2478,05/08/22,04/08/22,-1,500,290,210
2432,Post Covid,26/07/22,Rajgir,Shahganj,1465,29/07/22,29/07/22,0,350,189,161
2433,Covid,18/02/21,Panamattom,Wadgaon Road,1207,21/02/21,22/02/21,1,350,283.5,66.5
2434,Post Covid,21/08/22,Firozpur Cantt.,Muvattupuzha,1203,24/08/22,24/08/22,0,350,196,154
2435,Post Covid,23/11/22,Valparai,Suriyampalayam,673,25/11/22,25/11/22,0,200,106,94
2436,Covid,27/10/21,Pali,Naihati,454,28/10/21,28/10/21,0,200,168,32
2437,Covid,20/08/21,Sadalagi,Thiruvallur,313,21/08/21,21/08/21,0,200,162,38
2438,Post Covid,28/08/22,Guntakal,Nanjikottai,1005,31/08/22,31/08/22,0,350,185.5,164.5
2439,Post Covid,25/06/22,Nedumangad,Kayamkulam,2149,30/06/22,29/06/22,-1,500,275,225
2440,Post Covid,10/12/22,Kadiri,Saidpur,2115,15/12/22,14/12/22,-1,500,300,200
2441,Post Covid,25/04/22,Ramganj Mandi,Mundargi,2463,30/04/22,29/04/22,-1,500,270,230
2442,Covid,28/08/20,Fatehabad,Zunheboto,938,30/08/20,30/08/20,0,350,283.5,66.5
2443,Covid,10/02/21,Pandhurna,Shahjahanpur,2466,15/02/21,17/02/21,2,500,400,100
2444,Post Covid,19/03/22,Madhugiri,Rajgarh,1512,23/03/22,22/03/22,-1,500,260,240
2445,Post Covid,12/04/22,Chennai,Rampur Maniharan,790,14/04/22,14/04/22,0,350,203,147
2446,Post Covid,30/01/22,Nanjikottai,Uravakonda,67,31/01/22,31/01/22,0,100,54,46
2447,Post Covid,30/06/22,Narayanpet,Pinjore,2365,05/07/22,04/07/22,-1,500,250,250
2448,Post Covid,09/03/22,Malkapur,Firozabad,983,11/03/22,11/03/22,0,350,199.5,150.5
2449,Post Covid,24/08/22,Mahe,Palladam,1245,27/08/22,27/08/22,0,350,210,140
2450,Post Covid,05/03/22,Kalyan-Dombivali,Niwari,443,06/03/22,06/03/22,0,200,102,98
2451,Post Covid,10/07/22,Sahaswan,Adityapur,1167,13/07/22,13/07/22,0,350,203,147
2452,Post Covid,07/06/22,Kagaznagar,Tenu dam-cum-Kathhara,2403,12/06/22,11/06/22,-1,500,295,205
2453,Post Covid,18/09/22,Tilda Newra,Rajapalayam,832,20/09/22,20/09/22,0,350,178.5,171.5
2454,Covid,03/05/21,Vrindavan,Varanasi,650,05/05/21,05/05/21,0,200,168,32
2455,Covid,13/12/21,Magadi,Prithvipur,1192,16/12/21,17/12/21,1,350,290.5,59.5
2456,Covid,03/03/21,Manglaur,Sadasivpet,1167,06/03/21,07/03/21,1,350,287,63
2457,Covid,07/02/21,Mohali,Jammu,1725,11/02/21,12/02/21,1,500,375,125
2458,Covid,14/10/21,Taki,Vrindavan,718,16/10/21,16/10/21,0,200,168,32
2459,Post Covid,16/06/22,Visakhapatnam,Nadiad,1236,19/06/22,19/06/22,0,350,196,154
2460,Covid,24/09/20,Agra,Nagaur,1309,27/09/20,28/09/20,1,350,294,56
2461,Post Covid,15/09/22,Savanur,Amravati,231,16/09/22,16/09/22,0,100,57,43
2462,Post Covid,14/07/22,Coimbatore,Raipur,1101,17/07/22,17/07/22,0,350,192.5,157.5
2463,Post Covid,21/12/22,Sathyamangalam,Rosera,218,22/12/22,22/12/22,0,100,54,46
2464,Covid,17/05/20,Tiruchengode,Raisen,1127,20/05/20,21/05/20,1,350,294,56
2465,Post Covid,06/07/22,Jalandhar Cantt.,Pavagada,1475,09/07/22,09/07/22,0,350,178.5,171.5
2466,Covid,06/09/21,Utraula,Asarganj,2162,11/09/21,13/09/21,2,500,425,75
2467,Covid,31/10/21,Sinnar,Solan,1922,04/11/21,06/11/21,2,500,420,80
2468,Covid,30/11/21,Utraula,Barpeta,2492,05/12/21,07/12/21,2,500,415,85
2469,Post Covid,06/01/22,Narkhed,Unnao,478,07/01/22,07/01/22,0,200,110,90
2470,Post Covid,06/01/22,Sambhal,Uchgaon,1285,09/01/22,09/01/22,0,350,206.5,143.5
2471,Covid,09/10/21,Kishanganj,Malappuram,545,11/10/21,11/10/21,0,200,154,46
2472,Covid,20/07/20,Talode,Bhubaneswar,1005,23/07/20,24/07/20,1,350,287,63
2473,Covid,11/06/21,Mukhed,Bathinda,1542,15/06/21,16/06/21,1,500,380,120
2474,Covid,27/06/20,Tirukkoyilur,Bapatla,288,28/06/20,28/06/20,0,200,170,30
2475,Covid,14/06/21,Balaghat,Nellikuppam,1361,17/06/21,18/06/21,1,350,266,84
2476,Post Covid,01/05/22,Umarkhed,Vijayapura,1501,05/05/22,04/05/22,-1,500,270,230
2477,Covid,29/06/20,Barbil,Sillod,1140,02/07/20,03/07/20,1,350,262.5,87.5
2478,Covid,10/04/20,Mahalingapura,Tanuku,145,11/04/20,11/04/20,0,100,82,18
2479,Covid,08/12/20,Ramnagar,Radhanpur,104,09/12/20,09/12/20,0,100,84,16
2480,Post Covid,23/08/22,Lahar,Malda,2055,28/08/22,27/08/22,-1,500,270,230
2481,Post Covid,12/04/22,Lumding,Raiganj,130,13/04/22,13/04/22,0,100,51,49
2482,Post Covid,05/12/22,Hajipur,Shrirampur,2028,10/12/22,09/12/22,-1,500,265,235
2483,Post Covid,16/01/22,Tenkasi,Korba,1569,20/01/22,19/01/22,-1,500,285,215
2484,Covid,01/06/20,Bhainsa,Songadh,1193,04/06/20,05/06/20,1,350,294,56
2485,Post Covid,17/01/22,Nadiad,Nasirabad,1418,20/01/22,20/01/22,0,350,196,154
2486,Post Covid,14/05/22,Bhadrachalam,Saidpur,1895,18/05/22,17/05/22,-1,500,250,250
2487,Post Covid,07/04/22,Samalkha,Mahbubnagar,1944,11/04/22,10/04/22,-1,500,285,215
2488,Post Covid,23/05/22,Nedumangad,Sambalpur,772,25/05/22,25/05/22,0,350,192.5,157.5
2489,Covid,23/11/21,Tura,Shishgarh,2183,28/11/21,30/11/21,2,500,390,110
2490,Covid,18/10/20,Mirganj,Sidhpur,1914,22/10/20,24/10/20,2,500,385,115
2491,Post Covid,01/03/22,Khowai,Agartala,492,02/03/22,02/03/22,0,200,116,84
2492,Covid,16/05/20,Pattran,Hubli-Dharwad,241,17/05/20,17/05/20,0,100,85,15
2493,Covid,21/01/21,Varanasi,Kaithal,617,23/01/21,23/01/21,0,200,168,32
2494,Post Covid,03/12/22,Siruguppa,Gaya,1798,07/12/22,06/12/22,-1,500,280,220
2495,Covid,24/03/21,Habra,Nandura,1921,28/03/21,30/03/21,2,500,425,75
2496,Post Covid,13/10/22,Sindhnur,Malaj Khand,453,14/10/22,14/10/22,0,200,110,90
2497,Covid,15/05/21,Mukhed,Achalpur,1880,19/05/21,21/05/21,2,500,400,100
2498,Post Covid,04/06/22,Umred,Suriyampalayam,353,05/06/22,05/06/22,0,200,110,90
2499,Post Covid,04/01/22,Hardoi ,Sherkot,1684,08/01/22,07/01/22,-1,500,250,250
2500,Covid,07/10/21,Dharmanagar,Jind,2398,12/10/21,14/10/21,2,500,375,125
2501,Covid,30/07/20,Dalli-Rajhara,Thammampatti,1740,03/08/20,04/08/20,1,500,410,90
2502,Covid,02/03/21,Umaria,Mavoor,1359,05/03/21,06/03/21,1,350,290.5,59.5
2503,Post Covid,03/06/22,Taraori,Manasa,751,05/06/22,05/06/22,0,350,206.5,143.5
2504,Post Covid,06/12/22,Udaipur,Alirajpur,2037,11/12/22,10/12/22,-1,500,250,250
2505,Covid,27/10/21,Pakaur,Polur,2464,01/11/21,03/11/21,2,500,375,125
2506,Post Covid,27/11/22,Hubli-Dharwad,Adra,574,29/11/22,29/11/22,0,200,100,100
2507,Post Covid,13/02/22,Yamunanagar,Noida,413,14/02/22,14/02/22,0,200,100,100
2508,Post Covid,30/06/22,Sahibganj,Shamli,1333,03/07/22,03/07/22,0,350,178.5,171.5
2509,Covid,24/06/20,Vrindavan,Kadi,2281,29/06/20,01/07/20,2,500,420,80
2510,Post Covid,05/04/22,Sirsi,Siruguppa,1588,09/04/22,08/04/22,-1,500,270,230
2511,Covid,04/06/21,Warud,Surapura,1241,07/06/21,08/06/21,1,350,280,70
2512,Post Covid,13/07/22,Sagwara,Nohar,2283,18/07/22,17/07/22,-1,500,275,225
2513,Covid,25/05/20,Niwai,Indore,499,26/05/20,26/05/20,0,200,164,36
2514,Post Covid,26/01/22,Ranibennur,Punalur,2021,31/01/22,30/01/22,-1,500,275,225
2515,Post Covid,04/03/22,Losal,Alwar,1465,07/03/22,07/03/22,0,350,199.5,150.5
2516,Post Covid,29/04/22,Lakheri,Gobindgarh,323,30/04/22,30/04/22,0,200,100,100
2517,Covid,27/08/21,Talikota,Rangia,1440,30/08/21,31/08/21,1,350,280,70
2518,Post Covid,01/10/22,Mahad,Uran Islampur,972,03/10/22,03/10/22,0,350,199.5,150.5
2519,Post Covid,18/11/22,Bhadrachalam,Mhow Cantonment,988,20/11/22,20/11/22,0,350,192.5,157.5
2520,Covid,19/02/21,Ramngarh,Pukhrayan,653,21/02/21,21/02/21,0,200,168,32
2521,Covid,07/10/20,Malegaon,Medak,1617,11/10/20,12/10/20,1,500,410,90
2522,Covid,25/12/20,Palwal,Firozpur,1485,28/12/20,29/12/20,1,350,262.5,87.5
2523,Post Covid,17/08/22,Wai,Ratia,980,19/08/22,19/08/22,0,350,189,161
2524,Post Covid,02/08/22,Narnaul,Jind,401,03/08/22,03/08/22,0,200,104,96
2525,Post Covid,23/11/22,Sanduru,Loha,2469,28/11/22,27/11/22,-1,500,250,250
2526,Covid,10/09/20,Raipur,Moga,2241,15/09/20,17/09/20,2,500,380,120
2527,Post Covid,17/07/22,Pandharkaoda,Chhapra,1431,20/07/22,20/07/22,0,350,175,175
2528,Post Covid,28/04/22,Lunglei,Dhanbad,1932,02/05/22,01/05/22,-1,500,255,245
2529,Post Covid,25/06/22,Tarikere,Darbhanga,119,26/06/22,26/06/22,0,100,58,42
2530,Post Covid,17/08/22,Chhapra,Tuni,2450,22/08/22,21/08/22,-1,500,275,225
2531,Post Covid,29/03/22,Arrah,Pudukkottai,1205,01/04/22,01/04/22,0,350,185.5,164.5
2532,Post Covid,17/10/22,Naila Janjgir,Adyar,1758,21/10/22,20/10/22,-1,500,265,235
2533,Covid,04/09/21,Loni,Vandavasi,1371,07/09/21,08/09/21,1,350,294,56
2534,Post Covid,14/07/22,Barmer,Sivagiri,291,15/07/22,15/07/22,0,200,104,96
2535,Covid,29/10/21,Nawada,Mulbagal,385,30/10/21,30/10/21,0,200,154,46
2536,Covid,18/08/21,Jamalpur,Salaya,2121,23/08/21,25/08/21,2,500,400,100
2537,Post Covid,29/04/22,Changanassery,Loni,1260,02/05/22,02/05/22,0,350,203,147
2538,Covid,28/06/20,Nuzvid,Sakaleshapura,1931,02/07/20,04/07/20,2,500,420,80
2539,Covid,21/09/20,Udhampur,Koyilandy,1328,24/09/20,25/09/20,1,350,283.5,66.5
2540,Covid,06/08/20,Thoubal,Lonar,1960,10/08/20,12/08/20,2,500,415,85
2541,Covid,09/08/21,Neem-Ka-Thana,Thakurdwara,154,10/08/21,10/08/21,0,100,84,16
2542,Post Covid,29/08/22,Titlagarh,Hubli-Dharwad,1127,01/09/22,01/09/22,0,350,178.5,171.5
2543,Covid,17/09/21,Sikandrabad,Tenali,2308,22/09/21,24/09/21,2,500,410,90
2544,Post Covid,03/03/22,Nargund,Sambalpur,1814,07/03/22,06/03/22,-1,500,260,240
2545,Post Covid,16/05/22,Pilibanga,Losal,360,17/05/22,17/05/22,0,200,110,90
2546,Covid,10/05/21,Bhiwandi,Hubli-Dharwad,1890,14/05/21,16/05/21,2,500,400,100
2547,Post Covid,24/02/22,Tiruvannamalai,Bongaigaon City,641,26/02/22,26/02/22,0,200,120,80
2548,Post Covid,26/09/22,Jodhpur,Nuzvid,1903,30/09/22,29/09/22,-1,500,260,240
2549,Covid,07/03/21,Rajauri,Thiruvarur,1178,10/03/21,11/03/21,1,350,273,77
2550,Post Covid,27/06/22,Kalimpong,Chatra,359,28/06/22,28/06/22,0,200,106,94
2551,Post Covid,23/04/22,Satna,Ramachandrapuram,445,24/04/22,24/04/22,0,200,120,80
2552,Covid,13/05/21,Nagarkurnool,Chandausi,902,15/05/21,15/05/21,0,350,290.5,59.5
2553,Covid,21/03/21,Diphu,Tharad,134,22/03/21,22/03/21,0,100,85,15
2554,Covid,19/05/21,Thiruvananthapuram,Dhoraji,1524,23/05/21,24/05/21,1,500,405,95
2555,Post Covid,03/04/22,Gurgaon,Siana,2332,08/04/22,07/04/22,-1,500,255,245
2556,Covid,29/06/21,Mysore,Nadiad,2237,04/07/21,06/07/21,2,500,410,90
2557,Post Covid,14/05/22,Tarana,Puliyankudi,1371,17/05/22,17/05/22,0,350,185.5,164.5
2558,Covid,15/08/20,Nagarkurnool,Raisinghnagar,541,17/08/20,17/08/20,0,200,168,32
2559,Post Covid,23/04/22,Rajgarh (Churu),Zamania,2192,28/04/22,27/04/22,-1,500,285,215
2560,Covid,15/04/20,Lahar,Bhiwandi,957,17/04/20,17/04/20,0,350,294,56
2561,Covid,20/09/21,Nalbari,Robertsganj,1113,23/09/21,24/09/21,1,350,273,77
2562,Covid,26/03/20,Gurgaon,Sohagpur,2382,31/03/20,02/04/20,2,500,385,115
2563,Post Covid,03/08/22,Rajaldesar,Rajpura,1550,07/08/22,06/08/22,-1,500,285,215
2564,Post Covid,10/11/22,Bhainsa,Rajula,283,11/11/22,11/11/22,0,200,104,96
2565,Covid,02/12/20,Firozpur Cantt.,Silapathar,633,04/12/20,04/12/20,0,200,154,46
2566,Post Covid,13/10/22,Valparai,Vinukonda,550,15/10/22,15/10/22,0,200,102,98
2567,Covid,05/06/21,Muddebihal,Ozar,2191,10/06/21,12/06/21,2,500,395,105
2568,Post Covid,17/03/22,Pappinisseri,Parlakhemundi,1548,21/03/22,20/03/22,-1,500,255,245
2569,Covid,01/05/20,Ramanagaram,Vrindavan,1482,04/05/20,05/05/20,1,350,266,84
2570,Post Covid,26/03/22,Monoharpur,Naihati,1925,30/03/22,29/03/22,-1,500,250,250
2571,Covid,21/08/20,Tharangambadi,Satna,1105,24/08/20,25/08/20,1,350,294,56
2572,Post Covid,10/04/22,Aruppukkottai,Patna,1315,13/04/22,13/04/22,0,350,182,168
2573,Post Covid,17/02/22,Vaniyambadi,Seohara,1266,20/02/22,20/02/22,0,350,203,147
2574,Covid,25/02/21,Chilakaluripet,Proddatur,675,27/02/21,27/02/21,0,200,154,46
2575,Covid,21/05/20,Darbhanga,Hisar,1846,25/05/20,27/05/20,2,500,410,90
2576,Covid,28/03/20,Nuzvid,Sivakasi,2340,02/04/20,04/04/20,2,500,425,75
2577,Covid,02/09/21,Pithoragarh,Varkala,538,04/09/21,04/09/21,0,200,162,38
2578,Post Covid,28/11/22,Sakti,Navalgund,723,30/11/22,30/11/22,0,200,118,82
2579,Covid,01/10/20,Palghar,Uthamapalayam,2303,06/10/20,08/10/20,2,500,395,105
2580,Covid,31/01/21,Lunglei,Neemuch,1302,03/02/21,04/02/21,1,350,266,84
2581,Post Covid,26/07/22,Udaipur,Kurnool,363,27/07/22,27/07/22,0,200,112,88
2582,Post Covid,21/03/22,Shikaripur,Thoubal,619,23/03/22,23/03/22,0,200,118,82
2583,Covid,04/07/20,Vikarabad,"Shamsabad, Farrukhabad",1351,07/07/20,08/07/20,1,350,262.5,87.5
2584,Post Covid,05/07/22,Dhanbad,Sivakasi,2161,10/07/22,09/07/22,-1,500,280,220
2585,Post Covid,08/01/22,Murshidabad,Reoti,1519,12/01/22,11/01/22,-1,500,285,215
2586,Covid,23/10/21,Pandharkaoda,Purulia,845,25/10/21,25/10/21,0,350,276.5,73.5
2587,Covid,30/10/20,Mahbubnagar,Wanaparthy,2014,04/11/20,06/11/20,2,500,380,120
2588,Covid,14/08/21,Manendragarh,Savarkundla,917,16/08/21,16/08/21,0,350,294,56
2589,Covid,09/06/21,Forbesganj,Diphu,815,11/06/21,11/06/21,0,350,287,63
2590,Covid,12/10/21,Uran Islampur,Nainpur,2063,17/10/21,19/10/21,2,500,400,100
2591,Post Covid,11/02/22,Sankarankovil,Umbergaon,1251,14/02/22,14/02/22,0,350,206.5,143.5
2592,Covid,09/10/20,Makhdumpur,Patan,1557,13/10/20,14/10/20,1,500,400,100
2593,Covid,06/05/21,Viramgam,Sullurpeta,558,08/05/21,08/05/21,0,200,168,32
2594,Post Covid,27/09/22,Sirkali,Nadiad,694,29/09/22,29/09/22,0,200,108,92
2595,Post Covid,25/01/22,Raurkela,Shahjahanpur,2461,30/01/22,29/01/22,-1,500,300,200
2596,Post Covid,12/06/22,Jangaon,Tuensang,1496,15/06/22,15/06/22,0,350,210,140
2597,Post Covid,26/07/22,Kalimpong,Mul,1256,29/07/22,29/07/22,0,350,196,154
2598,Post Covid,21/06/22,Raghunathpur,"Shahabad, Rampur",1304,24/06/22,24/06/22,0,350,178.5,171.5
2599,Post Covid,03/12/22,Mahe,Rajpura,1493,06/12/22,06/12/22,0,350,196,154
2600,Post Covid,28/06/22,Vaijapur,Talegaon Dabhade,1572,02/07/22,01/07/22,-1,500,295,205
2601,Covid,08/10/20,Nandgaon,Pusad,977,10/10/20,10/10/20,0,350,273,77
2602,Post Covid,12/07/22,Surapura,Mapusa,1558,16/07/22,15/07/22,-1,500,265,235
2603,Covid,28/04/20,Tindivanam,Ponnani,1660,02/05/20,03/05/20,1,500,415,85
2604,Covid,07/10/20,Tarikere,Mahendragarh,2368,12/10/20,14/10/20,2,500,405,95
2605,Covid,21/12/21,Kendrapara,Naila Janjgir,2206,26/12/21,28/12/21,2,500,410,90
2606,Covid,19/10/20,Nawanshahr,Nongstoin,1749,23/10/20,24/10/20,1,500,425,75
2607,Post Covid,10/07/22,Pilani,Kayamkulam,181,11/07/22,11/07/22,0,100,56,44
2608,Covid,20/07/20,Sambhal,Samdhan,688,22/07/20,22/07/20,0,200,164,36
2609,Post Covid,25/02/22,Saidpur,Palasa Kasibugga,1525,01/03/22,28/02/22,-1,500,280,220
2610,Post Covid,02/03/22,Panna,Nalbari,193,03/03/22,03/03/22,0,100,51,49
2611,Covid,15/05/21,Margherita,Thanjavur,130,16/05/21,16/05/21,0,100,80,20
2612,Post Covid,06/11/22,Tadpatri,Narayanpet,1897,10/11/22,09/11/22,-1,500,255,245
2613,Post Covid,26/07/22,Tirwaganj,Thirumangalam,208,27/07/22,27/07/22,0,100,60,40
2614,Covid,13/12/21,Manasa,Paravoor,1659,17/12/21,18/12/21,1,500,395,105
2615,Post Covid,11/07/22,Mandapeta,Sillod,51,12/07/22,12/07/22,0,100,52,48
2616,Covid,27/04/20,Kamareddy,Vapi,63,28/04/20,28/04/20,0,100,80,20
2617,Post Covid,17/06/22,Sivaganga,Mattannur,1636,21/06/22,20/06/22,-1,500,300,200
2618,Covid,24/01/21,Uravakonda,"Shahabad, Hardoi",1644,28/01/21,29/01/21,1,500,385,115
2619,Covid,04/07/21,Yellandu,Mihijam,1885,08/07/21,10/07/21,2,500,400,100
2620,Covid,15/09/20,Mathura,Thiruvallur,1082,18/09/20,19/09/20,1,350,262.5,87.5
2621,Post Covid,13/12/22,Visnagar,Shirpur-Warwade,422,14/12/22,14/12/22,0,200,100,100
2622,Covid,16/08/20,Tura,Kot Kapura,204,17/08/20,17/08/20,0,100,83,17
2623,Post Covid,08/11/22,Phulpur,Madhupur,678,10/11/22,10/11/22,0,200,100,100
2624,Post Covid,27/02/22,Peddapuram,Adityapur,2474,04/03/22,03/03/22,-1,500,290,210
2625,Covid,11/11/20,Mahendragarh,Tenkasi,854,13/11/20,13/11/20,0,350,290.5,59.5
2626,Post Covid,07/05/22,Shahbad,Chirmiri,503,09/05/22,09/05/22,0,200,118,82
2627,Post Covid,30/09/22,Varanasi,Lakshmeshwar,1519,04/10/22,03/10/22,-1,500,250,250
2628,Post Covid,12/02/22,Nokha,Tiruchendur,1588,16/02/22,15/02/22,-1,500,295,205
2629,Post Covid,30/06/22,Thodupuzha,Ratnagiri,2475,05/07/22,04/07/22,-1,500,260,240
2630,Post Covid,25/07/22,Sihor,Batala,962,27/07/22,27/07/22,0,350,178.5,171.5
2631,Post Covid,22/09/22,Sabalgarh,Dhubri,1410,25/09/22,25/09/22,0,350,210,140
2632,Post Covid,30/10/22,Makhdumpur,Silapathar,404,31/10/22,31/10/22,0,200,116,84
2633,Covid,29/12/20,Terdal,Rajauri,1579,02/01/21,03/01/21,1,500,415,85
2634,Covid,03/08/21,Pali,Rajkot,2198,08/08/21,10/08/21,2,500,400,100
2635,Post Covid,21/06/22,Nadbai,Siana,966,23/06/22,23/06/22,0,350,203,147
2636,Post Covid,04/01/22,Habra,PandUrban Agglomeration,1131,07/01/22,07/01/22,0,350,175,175
2637,Covid,01/11/20,Viswanatham,Reoti,2433,06/11/20,08/11/20,2,500,375,125
2638,Post Covid,13/03/22,Sahaspur,Parbhani,2081,18/03/22,17/03/22,-1,500,250,250
2639,Covid,06/11/20,Hardoi ,Mihijam,2125,11/11/20,13/11/20,2,500,390,110
2640,Covid,10/07/21,Raipur,Lumding,57,11/07/21,11/07/21,0,100,84,16
2641,Covid,18/07/21,Mandamarri,Vasai-Virar,1709,22/07/21,23/07/21,1,500,395,105
2642,Post Covid,16/09/22,Satna,Ramanathapuram,2394,21/09/22,20/09/22,-1,500,280,220
2643,Covid,30/04/20,Virudhachalam,Baripada Town,1820,04/05/20,06/05/20,2,500,415,85
2644,Covid,17/08/21,Pondicherry,Begusarai,1810,21/08/21,23/08/21,2,500,425,75
2645,Covid,14/05/21,Shenkottai,Sheopur,1001,17/05/21,18/05/21,1,350,290.5,59.5
2646,Covid,14/11/20,Pattamundai,Zirakpur,1962,18/11/20,20/11/20,2,500,410,90
2647,Covid,27/12/20,Lilong,Kendrapara,198,28/12/20,28/12/20,0,100,85,15
2648,Covid,06/12/20,Murshidabad,Udhampur,1070,09/12/20,10/12/20,1,350,294,56
2649,Covid,28/06/21,Rishikesh,Gangarampur,220,29/06/21,29/06/21,0,100,77,23
2650,Post Covid,19/06/22,Renukoot,Vita,2194,24/06/22,23/06/22,-1,500,290,210
2651,Covid,29/12/20,Salaya,Soro,788,31/12/20,31/12/20,0,350,297.5,52.5
2652,Covid,24/06/21,Lathi,Thiruvarur,2179,29/06/21,01/07/21,2,500,410,90
2653,Post Covid,08/03/22,Safidon,Barmer,823,10/03/22,10/03/22,0,350,203,147
2654,Post Covid,02/01/22,Rudrapur,Karimnagar,84,03/01/22,03/01/22,0,100,54,46
2655,Post Covid,14/03/22,Mandapeta,Perinthalmanna,1351,17/03/22,17/03/22,0,350,199.5,150.5
2656,Post Covid,20/02/22,Sherkot,Nelamangala,1467,23/02/22,23/02/22,0,350,175,175
2657,Covid,11/06/20,Khambhat,Nilambur,1944,15/06/20,17/06/20,2,500,395,105
2658,Covid,27/11/20,Sitapur,Tiruppur,217,28/11/20,28/11/20,0,100,83,17
2659,Covid,04/06/21,Kailasahar,Morshi,1078,07/06/21,08/06/21,1,350,290.5,59.5
2660,Covid,14/07/21,Mandvi,Pen,1658,18/07/21,19/07/21,1,500,390,110
2661,Covid,22/05/21,Tasgaon,Shirur,2315,27/05/21,29/05/21,2,500,375,125
2662,Covid,06/05/21,Orai,Chandausi,348,07/05/21,07/05/21,0,200,154,46
2663,Covid,17/02/21,Hardwar,Rewa,364,18/02/21,18/02/21,0,200,152,48
2664,Post Covid,08/10/22,Sitapur,Thiruvalla,1756,12/10/22,11/10/22,-1,500,250,250
2665,Covid,11/07/21,Kyathampalle,Rosera,1428,14/07/21,15/07/21,1,350,294,56
2666,Covid,03/10/20,Mira-Bhayandar,Tarakeswar,911,05/10/20,05/10/20,0,350,283.5,66.5
2667,Post Covid,03/12/22,Adilabad,Pattamundai,1193,06/12/22,06/12/22,0,350,175,175
2668,Covid,25/01/21,Mandsaur,Jagdalpur,1735,29/01/21,30/01/21,1,500,385,115
2669,Post Covid,15/01/22,Gobichettipalayam,Shujalpur,2059,20/01/22,19/01/22,-1,500,270,230
2670,Post Covid,11/10/22,Sarsod,Wardha,559,13/10/22,13/10/22,0,200,120,80
2671,Post Covid,31/08/22,Sedam,Taraori,1063,03/09/22,03/09/22,0,350,210,140
2672,Covid,12/07/21,Nasirabad,Bhiwani,1235,15/07/21,16/07/21,1,350,297.5,52.5
2673,Covid,21/04/21,Vellakoil,Shegaon,1060,24/04/21,25/04/21,1,350,276.5,73.5
2674,Covid,02/07/20,Kanhangad,Morshi,1895,06/07/20,08/07/20,2,500,380,120
2675,Covid,15/06/20,Washim,Vaijapur,530,17/06/20,17/06/20,0,200,168,32
2676,Post Covid,01/10/22,Srinagar,Sagwara,136,02/10/22,02/10/22,0,100,51,49
2677,Post Covid,17/10/22,Siliguri,Machilipatnam,1144,20/10/22,20/10/22,0,350,206.5,143.5
2678,Covid,25/09/21,Tiruchirappalli,Vellore,730,27/09/21,27/09/21,0,200,158,42
2679,Post Covid,12/04/22,Warhapur,Lal Gopalganj Nindaura,2071,17/04/22,16/04/22,-1,500,285,215
